mac,mac_vendor,mac_vendor_address,mac_vendor_address2,mac_vendor_country
"94:bb:ae*","Husqvarna AB","Drottninggatan 2","Huskvarna  Sweden  56131","SE"
"ac:89:95*","AzureWave Technology Inc.","8F., No. 94, Baozhong Rd.","New Taipei City  Taiwan  231","TW"
"d4:0a:a9*","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  CA  92121","US"
"f8:95:c7*","LG Electronics (Mobile Communications)","60-39, Gasan-dong, Geumcheon-gu","Seoul    ","KR"
"3c:31:78*","Qolsys Inc.","1900 The Alameda","San Jose  Ca  95126","US"
"f4:57:3e*","Fiberhome Telecommunication Technologies Co.,LTD","No.5 DongXin Road","Wuhan  Hubei  430074","CN"
"08:3a:5c*","Junilab, Inc.","#205 107 Gyounggyo-Ro, Yeongtong-Gu, Suwon","Suwon  Gyeonggi-Do  443-766","KR"
"e8:37:7a*","ZyXEL Communications Corporation","No. 6 Innovation Road II, Science Park","Hsichu  Taiwan  300","TW"
"4c:ae:31*","ShengHai Electronics (Shenzhen) Ltd","Block 17&18,Hui Ming Ying Industry,YanChuan,SongGang","Shenzhen  Guangdong  518105","CN"
"c8:0e:14*","AVM Audiovisuelles Marketing und Computersysteme GmbH","Alt-Moabit 95","Berlin  Berlin  10559","DE"
"30:8d:99*","Hewlett Packard","11445 Compaq Center Drive","Houston  Tx  77070","US"
"7c:c9:5a*","EMC","176 South Street","Hopkinton  MA  01748","US"
"88:cb:a5*","Suzhou Torchstar Intelligent Technology Co.,Ltd","Rm1704B,Business Building, No.181, Cuiyuan Rd.,SIP","Suzhou  Jiangsu Province  215000","CN"
"4c:34:88*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"18:4f:32*","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  401332","CN"
"20:f4:1b*","Shenzhen Bilian electronic CO.,LTD","NO 268, Fuqian Rd,Jutang Community,Guanlan town,","ShenZhen  Guangdong  518110","CN"
"04:61:69*","MEDIA GLOBAL LINKS CO., LTD.","580-16, Horikawa-cho","Kawasaki  Kanagawa  212-0013","JP"
"f0:ab:54*","MITSUMI ELECTRIC CO.,LTD.","2-11-2, Tsurumaki","Tama-shi  Tokyo  206-8567","JP"
"48:50:73*","Microsoft Corporation","1 Microsoft Way","Redmond  Washington  98052","FI"
"3c:a3:1a*","Oilfind International LLC","12651 Briar Forest Dr, Suite 151","Houston  Texas  77077","US"
"e4:f8:9c*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"ac:fd:93*","Weifang GoerTek Electronics Co., Ltd.","Gaoxin 2 Road,Free Trade Zone,Weifang,Shandong,261205,P.R.China","Weifang  Shandong  261205","CN"
"a4:24:dd*","Cambrionix Ltd","St Johns Innovation Centre","Cambridge  Cambridgeshire  CB4 0WS","GB"
"5c:dc:96*","Arcadyan Technology Corporation","No.8, Sec.2, Guangfu Rd.,","Hsinchu City 30071,    ","TW"
"d8:9a:34*","Beijing SHENQI Technology Co., Ltd.","No.6 Shang Di West Road","Haidian District  Beijing  100085","CN"
"54:40:ad*","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"1c:ad:d1*","Bosung Electronics Co., Ltd.","74-12, Saemaeul-ro.","Gumi-si  Gyeongsangbuk-do  730-930","KR"
"84:2e:27*","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"50:f0:d3*","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"84:11:9e*","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"24:e5:aa*","Philips Oral Healthcare, Inc.","22100 Bothell Everett Hwy","Bothell  WA  98021","US"
"08:ec:a9*","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"08:2c:b0*","Network Instruments","10701 Red Circle Dr","Minnetonka  Minnesota  55343","US"
"18:16:c9*","Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu","Suwon  Gyeonggi-Do  443742","KR"
"ac:e0:10*","Liteon Technology Corporation","4F, 90, Chien 1 Road, ChungHo","New Taipei City  Taiwan  23585","TW"
"24:69:3e*","innodisk Corporation","5F., No. 237, Sec. 1, Datong Rd., Xizhi Dist.","New Taipei City  Taiwan  221","TW"
"e4:8d:8c*","Routerboard.com","Mikrotikls SIA","Riga  Riga  LV1009","LV"
"a4:34:d9*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"c0:dc:6a*","Qingdao Eastsoft Communication Technology Co.,LTD","Shandong QINGDAO, No. 16A, Shangqing Road, Shibei District","QINGDAO  Shandong  266023","CN"
"64:59:f8*","Vodafone Omnitel B.V.","VIA JERVIS, 13 10015 IVREA (TO)","IT",""
"4c:b8:2c*","Cambridge Mobile Telematics, Inc.","One Broadway, 14th Floor","Cambridge  MA  02142","US"
"f0:22:4e*","Esan electronic co.","D&I Building 2nd floor","Gun-Po  Kyunggido  435-862","KR"
"ec:ee:d8*","ZTLX Network Technology Co.,Ltd","Unit 703,No 77,CuShaHuan","ZhuHai  GuangDong  519000","CN"
"f8:5b:9c*","SB SYSTEMS Co.,Ltd","2F Ventureforum, 323, Pangyo-ro, Bundang-gu","Seongnam-si  Gyeonngi-do  453-400","KR"
"7c:a2:37*","King Slide Technology CO., LTD.","No. 6, Luke 9th Rd.,","Kaohsiung  Taiwan  82151","TW"
"48:6e:fb*","Davit System Technology Co., Ltd.","#304 Hanlim Human Tower, LS-Ro 172","Gunpo-si  Gyeonggi-Do  435-824","KR"
"34:0a:22*","TOP-ACCESS ELECTRONICS CO LTD","No. 2 Building ","MingZhi Street  BaoAn District,ShenzheN  518131","CN"
"b0:08:bf*","Vital Connect, Inc.","900 E HAMILTON AVE STE 500","CAMPBELL  CA  95008-0667","US"
"c8:3f:b4*","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  California  92121","US"
"ac:56:2c*","LAVA INTERNATIONAL(H.K) LIMITED","UNIT L 1/F MAU LAM COMM BLDG 16-18","Hong Kong    ","CN"
"3c:ce:15*","Mercedes-Benz USA, LLC","One Mercedes Drive","Montvale  NJ  07645","US"
"84:df:19*","Chuango Security Technology Corporation","6-17, Overseas Students Pioneer Park,","Fuzhou  Fujian  350015","CN"
"f0:d6:57*","ECHOSENS","30 Place d'Italie","PARIS 13  Ile de France  75013","FR"
"fc:8f:90*","Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu","Suwon  Gyeonggi-Do  443742","KR"
"b0:41:1d*","ITTIM Technologies","B1606, No.6, Zhongguancun South Street,","Beijing  Beijing  100086","CN"
"e0:41:36*","MitraStar Technology Corp.","No. 6, Innovation Road II,","Hsinchu  Taiwan  300","TW"
"7c:b2:5c*","Acacia Communications","3 Clock Tower Place","Maynard  MA  01754","US"
"78:eb:39*","Instituto Nacional de Tecnología Industrial","Av. Gral. Paz 5445","San Martín  Buenos Aires  1650","AR"
"f0:9f:c2*","Ubiquiti Networks, Inc.","2580 Orchard Parkway","San Jose  CA  95131","US"
"44:d9:e7*","Ubiquiti Networks, Inc.","2580 Orchard Parkway","San Jose  CA  95131","US"
"f8:04:2e*","Samsung Electro Mechanics co., LTD.","93Moo5T. Bangsamak","Bangpakong  Chachoengsao  24180","TH"
"24:4b:03*","Samsung Electronics Co.,Ltd","129, Samsung-ro, Youngtongl-Gu","Suwon  Gyeonggi-Do  443742","KR"
"1c:a5:32*","Shenzhen Gongjin Electronics Co.,Ltd","1#SongGang RD, Bao'an Dist., Shenzhen, Guangdong,China","Shenzhen  Guangdong  518109","CN"
"f4:29:81*","vivo Mobile Communication Co., Ltd.","#283,BBK Road","Wusha,Chang'An  DongGuan City,Guangdong,  523860","CN"
"64:3a:b1*","SICHUAN TIANYI COMHEART TELECOMCO.,LTD","FL12,TowerB,Tianyi international Hotel,No.2 West Section One, Second Ring Road, Chengdu, Sichuan","Chengdu  Sichuan  610000","CN"
"0c:48:85*","LG Electronics","60-39, Kasan-dong, Kumchon-gu","Seoul  153-801","KR"
"74:e2:8c*","Microsoft Corporation","1 Microsoft Way","Redmond  Washington  98052","FI"
"e0:b7:0a*","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  California  92121","US"
"7c:f8:54*","Samsung Electronics","415, Maetan-3dong, Yeongtong-gu, Suwon-City Gyeonggi-do 443-742","Suwon    443-742","KR"
"54:14:73*","Wingtech Group (HongKong) Limited","FLAT/RM 1903 19/F PODIUM PLAZA 5HANOI ROAD TSIM SHA TSUI","HongKong    999077","HK"
"c4:13:e2*","Aerohive Networks Inc.","330 Gibraltar Dr.","Sunnyvale  CA  94089","US"
"10:98:36*","Dell Inc.","One dell way","Round Rock  Texas  78682","US"
"98:83:89*","Samsung Electronics Co.,LTD","129,Samsung-ro, Yeongtong-gu","Suwon  Gyeonggi-Do  443-742","KR"
"8c:8b:83*","Texas Instruments","12500 TI Blvd","Dallas  TX  75243","US"
"90:a2:10*","United Telecoms Ltd","18A/19,Doddanekundi Industrial Area,","Bangalore  Karanataka  560048","IN"
"f4:47:13*","Leading Public Performance Co., Ltd.","137/77-78 Moo 1 Nanthanagarden Soi 12 Pathum-Rangsit Road Banklang Muang Pathumthani 12000 Thailand","Pathumthani  Pathumthani  12000","TH"
"d4:52:2a*","TangoWiFi.com","TangoWiFi Team","Beijing  Beijing  100022","CN"
"b0:ec:e1*","Private","","",""
"ac:9b:0a*","Sony Corporation","1-7-1 Konan","Minato-ku  Tokyo  108-0075","JP"
"40:7f:e0*","Glory Star Technics (ShenZhen) Limited","4/f, West Block, Xi Li Village, Xin Wu Industry Bldg., Nan Shan District, ShenZhen, China","Shenzhen  China  ","CN"
"bc:5c:4c*","ELECOM CO.,LTD.","11F Tokyubancho Bldg. 6-2,","Chiyoda-ku  Tokyo  102-0081","JP"
"6c:59:40*","SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.","Mid-Fourth Flr.,Building 28,Cui Xi Fourth Road,Ke Yuan West,Nanshan","Shenzhen  Guangdong  518057","CN"
"6c:a7:5f*","zte corporation","12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China","shenzhen  guangdong  518057","CN"
"c8:c5:0e*","Shenzhen Primestone Network Technologies.Co., Ltd.","Room 705,Complex Building, Tsinghua Hi-Tech Park","Shenzhen  Guangdong  518057","CN"
"9c:be:e0*","Biosoundlab Co., Ltd.","(Sangdaewon-dong, Sunil Technopia 907-908ho)","Jungwon-gu  Seongnam-si Gyeonggi-do,  462726","KR"
"5c:5b:35*","Mist Systems, Inc.","4410 El Camino Real","Los Altos  CA  94022","US"
"e8:07:bf*","SHENZHEN BOOMTECH INDUSTRY CO.,LTD","Floor 6 East, Bldg 6, Yusheng Industrial Area, Xixiang, Bao'an District","Shenzhen  Guangdong  518000","CN"
"38:c7:0a*","WiFiSong","Rm. 605, Building 3, No. 75 Wenyi West Road","Hangzhou  Zhengjiang  310012","CN"
"60:e6:bc*","Sino-Telecom Technology Co.,Ltd.","6F, Building 2, No.115, Lane 1276 Nanle Rd","201613","CN"
"3c:cb:7c*","TCT mobile ltd","NO.86 hechang 7th road, zhongkai hi-tech distrct","Hui Zhou  Guang Dong  516006","CN"
"70:4e:66*","SHENZHEN FAST TECHNOLOGIES CO.,LTD","Room 202,Building No.5,Section 30,No.2 of Kefa Road,Nanshan District,Shenzhen,P.R.China","Shenzhen  Guangdong  518057","CN"
"90:e7:c4*","HTC Corporation","No. 23, Xinghua Rd.","Taoyuan County  Taiwan  330","TW"
"f8:18:97*","2wire","1764 Automation Parkway","San Jose  Ca  95131","US"
"94:f1:9e*","HUIZHOU MAORONG INTELLIGENT TECHNOLOGY CO.,LTD","China Guangdong Huizhou","Huizhou  Guangdong  516000","CN"
"c4:92:4c*","KEISOKUKI CENTER CO.,LTD.","2-6-7 SAKANE","KAWANISHI-CITY  HYOGO  666-0021","JP"
"e4:f9:39*","Minxon Hotel Technology INC.","3F, No.37, Dongxing Rd., Xinyi Dist.","Taipei  Taiwan  11070","TW"
"10:d3:8a*","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"c8:a8:23*","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"30:0e:e3*","Aquantia Corporation","700 Tasman Drive","Milpitas  CA  95035","US"
"48:54:15*","NET RULES TECNOLOGIA EIRELI","Rua Madre Cabrini, 240 - 7°andar","São Paulo  São Paulo  04020000","BR"
"58:a8:39*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"70:c7:6f*","INNO S","215beon-gil, 119","Guri-si  Gyeonggi-do  471-060","KR"
"44:a8:42*","Dell Inc.","One dell way","Round Rock  Texas  78682","US"
"c4:8e:8f*","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  401332","CN"
"b0:e2:e5*","Fiberhome Telecommunication Tech.Co.,Ltd.","No.5 DongXin Road","Wuhan City  Hubei Province  430074","CN"
"84:73:03*","Letv Mobile and Intelligent Information Technology (Beijing) Corporation Ltd.","5th floor,Hongchengxintai building,No.105,Yaojiayuan Road,Chaoyang District,Beijing","Beijing  Chaoyang  100025","CN"
"b0:49:5f*","OMRON HEALTHCARE Co., Ltd.","53, Kunotsubo, Terado-cho","Muko  Kyoto  6170002","JP"
"bc:ec:23*","SHENZHEN CHUANGWEI-RGB ELECTRONICS CO.,LTD","Unit A13-16/F,Skyworth Bldg., Gaoxin Ave.1.S.,Nanshan District,Shenzhen,China","ShenZhen  GuangDong  518057","CN"
"bc:6e:64*","Sony Mobile Communications AB","Nya Vattentornet","Lund  SE  22128","SE"
"e8:16:2b*","IDEO Security Co., Ltd.","1404, Seoul Forest IT Valley, 77, Seongsuil-ro","Seongdong-gu,  SEOUL  133-822","KR"
"70:9f:2d*","zte corporation","12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China","shenzhen  guangdong  518057","CN"
"5c:6b:4f*","Private","","",""
"ec:e2:fd*","SKG Electric Group(Thailand) Co., Ltd.","3F,The Second Building,Sanhe village , Longhua Rd, Baoan Dist., Shenzhen, China","Shenzhen  Guangdong  518301","CN"
"18:ff:0f*","Intel Corporate","Lot 8, Jalan Hi-Tech 2/3","Kulim  Kedah  09000","MY"
"f8:84:79*","Yaojin Technology(Shenzhen)Co.,Ltd","Yaojin Park, Shui Tian No.4 Industrial Area ShiYan Tow,","SHENZHEN  GUANGDONG  518108","CN"
"74:e6:e2*","Dell Inc.","One dell way","Round Rock  Texas  78682","US"
"dc:2f:03*","Step forward Group Co., Ltd.","1/3 Park Village Rama2 Floor 2   C2-2","Bangkok  Bangkok  10150","TH"
"58:21:36*","KMB systems, s.r.o.","Dr. M. Horakove 559","Liberec  Czech Republic  46006","CZ"
"00:ae:fa*","Murata Manufacturing Co., Ltd.","1-10-1, Higashikotari","Nagaokakyo-shi  Kyoto  617-8555","JP"
"5c:aa:fd*","Sonos, Inc.","223 E. De La Guerra Street","Santa Barbara  CA  93101","US"
"8c:df:9d*","NEC Corporation","7-1, Shiba 5-chome,","Tokyo  Tokyo  108-8001","JP"
"8c:05:51*","Koubachi AG","Technoparkstrasse 1","Zurich  Zurich  8005","CH"
"d8:84:66*","Extreme Networks","145 Rio Robles","San Jose  CA  95134","US"
"e8:87:a3*","Loxley Public Company Limited","102 Na Ranong Road, Klongtoey,","Bangkok  10110","TH"
"64:b8:53*","Samsung Elec Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"a8:7c:01*","Samsung Elec Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"84:55:a5*","Samsung Elec Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"10:fa:ce*","Reacheng Communication Technology Co.,Ltd","Building No.5-401,","Pu Dong New District,  Shanghai  201203","CN"
"ac:3a:7a*","Roku","12980 Saratoga Ave","Saratoga  California  95070","US"
"d8:cb:8a*","Micro-Star INTL CO., LTD.","No.69, Lide St.,","New Taipei City  Taiwan  235","TW"
"a8:d0:e3*","Systech Electronics Ltd.","Lever Tech Centre, 69-71 King Yip Street,","852","HK"
"10:08:b1*","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  401332","CN"
"40:9b:0d*","Shenzhen Yourf Kwan Industrial Co., Ltd","MCN Edifice 5D, R1 Building, No.21 4th Hi-tech Road South, High-tech Industrial Park(south)","Shenzhen  Guangdong  518057","CN"
"c4:08:80*","Shenzhen UTEPO Tech Co., Ltd.","5/F Western Block, M-8 Building,","Shenzhen  Guangdong  518057","CN"
"34:64:a9*","Hewlett Packard","11445 Compaq Center Drive","Houston  Texas  77070","US"
"94:c0:38*","Tallac Networks","6528 Lonetree Blvd.","Rocklin  CA  95765","US"
"80:19:67*","Shanghai Reallytek Information Technology  Co.,Ltd","906 Room,No.1 Building,No.3000 Longdong Avenue","Shanghai  201203","CN"
"68:36:b5*","DriveScale, Inc.","530 Lakeside Dr. #190","Sunnyvale  CALIFORNIA  94085","US"
"2c:f7:f1*","Seeed Technology Inc.","5th Floor, 8th Building, Shiling industrial Park, XiLi Town, NanShan dist. Shenzhen","ShenZhen  GuangDong  518055","CN"
"78:71:9c*","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  California  92121","US"
"68:28:f6*","Vubiq Networks, Inc.","9231 Irvine Blvd.","Irvine  California  92618","US"
"d4:05:98*","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  California  92121","US"
"44:35:6f*","Neterix","The Printworks","Chester  Cheshire  CH1 4RN","GB"
"74:2e:fc*","DirectPacket Research, Inc,","909 Lake Carolyn Parkway","Irving  Texas  75039","US"
"a4:2b:8c*","Netgear Inc","350 East Plumeria Drive","San Jose  CA  95134","US"
"3c:b7:92*","Hitachi Maxell, Ltd., Optronics Division","5030 Totsuka-cho, Totsuka-ku","Yokohama  Kanagawa  244-0003","JP"
"94:8e:89*","INDUSTRIAS UNIDAS SA DE CV","CARRETERA PANAMERICANA","PASTEJE JOCOTITLAN  ESTADO DE MEXICO  50700","MX"
"34:e6:d7*","Dell Inc.","One dell way","Round Rock  Texas  78682","US"
"94:05:b6*","Liling FullRiver Electronics & Technology Ltd","FullRiver Industrial Area Economic Development Zone","HuNan Province    412200","CN"
"38:2c:4a*","ASUSTek COMPUTER INC.","15,Li-Te Rd., Peitou, Taipei 112, Taiwan","Taipei  Taiwan  112","TW"
"74:54:7d*","Cisco SPVTG","5030 Sugarloaf Parkway","Lawrenceville  GA  30044","US"
"88:e6:03*","Avotek corporation","9-17, Dongil-ro 174-gil, Nowon-gu, Seoul","Seoul  Seoul  139-808","KR"
"f0:b0:52*","Ruckus Wireless","350 W. Java Drive","Sunnyvale  California  94089","US"
"f4:ee:14*","SHENZHEN MERCURY COMMUNICATION TECHNOLOGIES CO.,LTD.","Mid-Fourth Flr.,Building 28,Cui Xi Fourth Road,Ke Yuan West,Nanshan","Shenzhen  Guangdong  518057","CN"
"18:65:71*","Top Victory Electronics (Taiwan) Co., Ltd.","14F,No.166,Jian 1st Rd","New Taipei City  Taiwan  23511","TW"
"f8:bc:41*","Rosslare Enterprises Limited","Flat 912 Wing Fat Industrial Building","Kowloon Bay  Kowloon  ","HK"
"74:91:bd*","Four systems Co.,Ltd.","608-608/7 Ramintra Road Kannayao","Bangkok  Bangkok  10230","TH"
"d4:32:66*","Fike Corporation","704 SW 10th Street","Blue Springs  MO  64015","US"
"84:63:d6*","Microsoft Corporation","1 Microsoft Way","Redmond  Washington  98052","FI"
"78:b3:b9*","ShangHai sunup lighting CO.,LTD","RM2508,Building 2,1077# Zu Chong Zhi Rd,Zhang Jiang Hi-Tech Park,Pudong New Area,ShangHai,China","shanghai  shanghai  201203","CN"
"d4:8f:33*","Microsoft Corporation","1 Microsoft Way","Redmond  Washington  98052","FI"
"d8:4a:87*","OI ELECTRIC CO.,LTD","7-3-16 KIKUNA","YOKOHAMA  KANAGAWA-KEN  222-0011","JP"
"1c:a2:b1*","ruwido austria gmbh","Koestendorferstrasse 8","Neumarkt a.W.  Salzburg  5202","AT"
"94:54:93*","Rigado, LLC","2601 25th ST SE, STE 200","Salem  OR  97302","US"
"34:b7:fd*","Guangzhou Younghead Electronic Technology Co.,Ltd","Room 206,Wenzhenxin Building,Block 3, No.2 Kefa RD,Hi-Tech Park, Nanshan District, Shenzhen,China","Shenzhen  Guangdong  518052","CN"
"38:4b:76*","AIRTAME ApS","Vestergade 20C","Copenhagen C  Copenhagen  1456","DK"
"1c:52:16*","DONGGUAN HELE ELECTRONICS CO., LTD","Lijiangwei Group,","Dongguan City  Guangdong  86","CN"
"94:62:69*","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  California  92121","US"
"8c:7f:3b*","ARRIS Group, Inc.","6450 Sequence Drive","San Diego  California  92121","US"
"34:02:9b*","CloudBerry Technologies Private Limited","209, S.C.O. - 11, SECTOR 7","CHANDIGARH  Punjab  160019","IN"
"70:af:25*","Nishiyama Industry Co.,LTD.","177-2","Fuji  Shizuoka  419-0205","JP"
"b4:7c:29*","Shenzhen Guzidi Technology Co.,Ltd","South 6/F,Yingtang Building,No.5 Kejiyuan Road,Nanshan District,Shenzhen City,Guangdong Province,P.R. China","Shenzhen  Guangdong  518000","CN"
"2c:1a:31*","Electronics Company Limited","Units 12,15&16,8/F,Metro Centre 2","Kowloon Bay  HongKong  852","CN"
"f8:e9:03*","D-Link International","1 Internal Business Park, #03-12,The Synergy, Singapore","Singapore  Singapore  609917","SG"
"4c:48:da*","Beijing Autelan Technology Co.,Ltd","1-4F, 3rd Area, 9#Building Zhongguancun Software Park","Beijing  100193","CN"
"90:17:9b*","Nanomegas","BD Ed.Machtens 79/22","BXL  Molenbeek  1080","BE"
"30:77:cb*","Maike Industry(Shenzhen)CO.,LTD","Maike Industrial Garden, Sanwei village,","Shenzhen  Guangdong  518100","CN"
"88:c9:d0*","LG Electronics","60-39, Gasan-dong, Geumcheon-gu","Seoul    153-801","KR"
"34:28:f0*","ATN International Limited","4210, Office Tower, Convention Plaza","Hong Kong  Hong Kong  00000","HK"
"8c:dc:d4*","Hewlett Packard","11445 Compaq Center Drive","Houston  Texas  77070","US"
"ec:3c:5a*","SHEN ZHEN HENG SHENG HUI DIGITAL TECHNOLOGY CO.,LTD","5A 6FLOOR, BLOCK C12, FUYUAN INDUSTRIAL AREA, ZHOU SHI ROAD,","SHENZHEN  GUANGDONG  518102","CN"
"50:50:65*","TAKT Corporation","2762-8","Chino-City  Nagano-Pref.  391-0001","JP"
"d0:0a:ab*","Yokogawa Digital Computer Corporation","2-9-32 Nakacho","Musashino-shi  Tokyo  180-8750","JP"
"a4:a4:d3*","Bluebank Communication Technology Co.Ltd","No.13-2.Jiang Ying Road,","Chongqing  401336","CN"
"74:f4:13*","Maxwell Forest","Level 2, 51 Murray Street","Pyrmont  NSW  2009","AU"
"c4:42:02*","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"34:f0:ca*","Shenzhen Linghangyuan Digital Technology Co.,Ltd.","Building R, Linghangyuan Industrial Park, No. 163 Banxuegang Road, Longgang Distrial, Shenzhen, China","Shenzhen  Guangdong  518129","CN"
"d0:59:e4*","Samsung Electronics Co.,Ltd","#94-1, Imsoo-Dong","Gumi  Gyeongbuk  730-350","KR"
"38:08:fd*","Silca Spa","Via Podgora, 20 (Z.I.)","Vittorio Veneto  TV  31029","IT"
"7c:25:87*","chaowifi.com","No. 502 1th Building TaiHe Square","HangZhou  QianJiangRoad  310002","CN"
"20:12:d5*","Scientech Materials Corporation","No.7, Hejiang 2nd Rd., Chungli , Taoyuan Hsien 320, Taiwan","Taoyuan Hsien  Chungli  320","TW"
"dc:39:79*","Skyport Systems","280 Hope Street","Mountain View  CA  94041","US"
"ec:1d:7f*","zte corporation","12/F.,zte R&D building ,kejinan Road,Shenzhen,P.R.China","shenzhen  guangdong  518057","CN"
"ac:11:d3*","Suzhou HOTEK  Video Technology Co. Ltd","No.78,Keling Road,Suzhou National new and hi-tech industrial Development zone","Suzhou  Jiangsu  215200","CN"
"30:42:25*","BURG-WÄCHTER KG","Altenhofer Weg 15","Wetter  NRW  58300","DE"
"1c:48:40*","IMS Messsysteme GmbH","Dieselstr. 55","Heiligenhaus  NRW  D-42579","DE"
"f4:28:53*","Zioncom Electronics (Shenzhen) Ltd.","A1&A2 Building,Lantian Technology Park, Xinyu Road, Xingqiao Henggang Block, Shajing Street, Baoan District","Shenzhen  Guangdong  518000","CN"
"84:86:f3*","Greenvity Communications","673 S. Milpitas Blvd Suite 204","Milpitas  California  95035","US"
"20:5c:fa*","Yangzhou ChangLian Network Technology Co,ltd.","No.60, Shangfang Temple Road","Yangzhou City  Jiangsu  225000","CN"
"a4:70:d6*","Motorola Mobility LLC","222 Merchandise Mart Plaza, Suite 1800","Chicago  IL  60654","US"
"8c:18:d9*","Shenzhen RF Technology Co., Ltd","5/F,Building 4,Baokun Science and Technology Industial Park","Baoan  Guangdong  518100","CN"
"60:99:d1*","Vuzix / Lenovo","2166 Brighton Henrietta Town Line Road","Rochester  NY  14623","US"
"38:b1:db*","Hon Hai Precision Ind. Co.,Ltd.","Building D21,No.1, East Zone 1st Road","Chongqing  401332","CN"
"3c:46:d8*","TP-LINK TECHNOLOGIES CO.,LTD.","Building 24(floors 1,3,4,5)and 28(floors 1-4)Central Science and Technology Park,Shennan Road,Nanshan","Shenzhen  Guangdong  518057","CN"
